Title,Link,Additional Resource 1,Additional Resource 2,Additional Resource 3,Venue,Year,Abstract,Authors,
CAVI: A Coadaptive Audiovisual InstrumentâComposition,https://www.nime.org/proc/nime22_25/index.html ,,,,NIME,2022,"This paper describes the development of CAVI, a coadaptive audiovisual instrument for collaborative humanmachine improvisation. We created this agent-based live processing system to explore how a machine can interact musically based on a human performerâs bodily actions. CAVI utilized a generative deep learning model that monitored muscle and motion data streamed from a Myo armband worn on the performerâs forearm. The generated control signals automated layered time-based effects modules and animated a virtual body representing the artificial agent. In the final performance, two expert musicians (a guitarist and a drummer) performed with CAVI. We discuss the outcome of our artistic exploration, present the scientific methods it was based on, and reflect on developing an interactive system that is as much an audiovisual composition as an interactive musical instrument.","Cagri Erdem, Benedikte Wallace, and Alexander Refsum Jensenius",
RAW: Exploring Control Structures for Muscle-based Interaction in Collective Improvisation,https://www.nime.org/proc/nime20_91/index.html ,,,,NIME,2020,"This paper describes the ongoing process of developing RAW, a collaborative bodyâmachine instrument that relies on 'sculpting' the sonification of raw EMG signals. The instrument is built around two Myo armbands located on the forearms of the performer. These are used to investigate muscle contraction, which is again used as the basis for the sonic interaction design. Using a practice-based approach, the aim is to explore the musical aesthetics of naturally occurring bioelectric signals. We are particularly interested in exploring the differences between processing at audio rate versus control rate, and how the level of detail in the signalâand the complexity of the mappingsâinfluence the experience of control in the instrument. This is exemplified through reflections on four concerts in which RAW has been used in different types of collective improvisation.","ÃaÄrÄ± Erdem, and Alexander Refsum Jensenius",
Melia: An Expressive Harmonizer at the Limits of AI,https://www.nime.org/proc/nime2025_93/index.html ,,,,NIME,2025,"We present Melia, a digital harmonizer instrument that explores how common failure modes of machine learning and artificial intelligence (ML/AI) systems can be used in expressive and musical ways. The instrument is anchored by an audio-to-audio neural network trained on a hand-curated dataset to perform pitch-shifting and dynamic filtering. Biased training data and poor out-of-distribution generalization are deliberately leveraged as musical devices and sources of instrument-defining idiosyncrasies. Melia features a custom hardware interface with a MIDI keyboard that polyphonically allocates instances of the model to harmonize live audio input, as well as controls that manipulate model parameters and various audio effects in real-time. This paper presents an overview of related work, the instrument itself, and a discussion of how audio-to-audio AI models might fit into the long-standing tradition of musicians, artists, and instrument-makers finding inspiration in a medium's shortcomings.","Matthew Caren, and Joshua Bennett",
Muscle-Guided Guitar Pedalboard: Exploring Interaction Strategies Through Surface Electromyography and Deep Learning,https://www.nime.org/proc/nime2024_37/index.html ,,,,NIME,2024,"This paper explores a method to innovate the conventional interaction with a guitar pedalboard. By analyzing muscular contractions tracked via surface Electromyography (sEMG) wearable sensors, we aimed to investigate how to dynamically track guitaristsâ sonic intentions to automatically control the guitar sound. Two Recurrent Neural Networks based on Bidirectional Long-Short Term Memory were developed to analyze sEMG signals in real-time. The system was designed as a digital musical instrument that calibrates itself to each user during an initial training process. During training musicians provide their gestural vocabulary, associating each gesture to a corresponding pedalboard preset. The selection of the most effective features, in synergy with the best set of muscles, was conducted to optimize the learning rate of the system. The system was assessed with a user study encompassing seven expert guitar players. Results showed that, on average, participants appreciated the concept underlying the system and deemed it to be able to foster their creativity.","Davide Lionetti, Luca Turchet, Massimiliano Zanoni, and Paolo Belluco",
"eTud,be: case studies in playing with musical agents",https://www.nime.org/proc/nime2023_39/index.html ,,,,NIME,2023,"The eTud,be framework adapts existing improvising musical agents (MA) for performance with an augmented instrument called the eTube. This instrument has been developed with deliberate musical and technological limitations including a simple two-button controller and restricted pitch capacity. We will present case studies which outline our research-creation framework for mapping the eTube controller, developing corpora for the MAs, and testing interactive and machine listening settings which will also be demonstrated by performance examples. A general summary of the MAs will be followed by specific descriptions of the features we have utilised in our work, and finally a comparison of the MAs based on these features. Few papers discuss the process for learning to work with and adapt existing MAs and we will finish by describing challenges experienced as other users with these technologies.","Tommy Davis, Kasey LV Pocius, Vincent Cusson, Marcelo Wanderley, and Philippe Pasquier",
A Human-Agents Music Performance System in an Extended Reality Environment,https://www.nime.org/proc/nime2023_2/index.html ,,,,NIME,2023,"This paper proposes a human-machine interactive music system for live performances based on autonomous agents, implemented through immersive extended reality. The interaction between humans and agents is grounded in concepts related to Swarm Intelligence and Multi-Agent systems, which are reflected in a technological platform that involves a 3D physical-virtual solution. This approach requires visual, auditory, haptic, and proprioceptive modalities, making it necessary to integrate technologies capable of providing such a multimodal environment. The prototype of the proposed system is implemented by combining Motion Capture, Spatial Audio, and Mixed Reality technologies. The system is evaluated in terms of objective measurements and tested with users through music improvisation sessions. The results demonstrate that the system is used as intended with respect to multimodal interaction for musical agents. Furthermore, the results validate the novel design and integration of the required technologies presented in this paper.","Pedro P Lucas, and Stefano Fasciani",
An Exploration of Peg Solitaire as a Compositional Tool,https://www.nime.org/proc/kkeatch2014/index.html ,,,,NIME,2014,"Sounds of Solitaire is a novel interface for musical expression based on an extended peg solitaire board as a generator of live musical composition. The classic puzzle game, for one person, is extended by mapping the moves of the game through a self contained system using Arduino and Raspberry Pi, triggering both analogue and digital sound. The solitaire board, as instrument, is presented as a wood and Perspex box with the hardware inside. Ball bearings function as both solitaire pegs and switches, while a purpose built solenoid controlled monochord and ball bearing run provide the analogue sound source, which is digitally manipulated in real-time, according to the sequences of game moves. The creative intention of Sounds of Solitaire is that the playful approach to participation in a musical experience, provided by the material for music making in real-time, demonstrates an integrated approach to concepts of composing, performing and listening.",Kirsty Keatch,
ism: Improvisation Supporting System based on Melody Correction,https://www.nime.org/proc/ishida2004/index.html ,,,,NIME,2004,"In this paper, we describe a novel improvisation supporting system based on correcting musically unnatural melodies. Since improvisation is the musical performance style that involves creating melodies while playing, it is not easy even for the people who can play musical instruments. However, previous studies have not dealt with improvisation support for the people who can play musical instruments but cannot improvise. In this study, to support such players' improvisation, we propose a novel improvisation supporting system called ism, which corrects musically unnatural melodies automatically. The main issue in realizing this system is how to detect notes to be corrected (i.e., musically unnatural or inappropriate). We propose a method for detecting notes to be corrected based on the N-gram model. This method first calculates N-gram probabilities of played notes, and then judges notes with low N-gram probabilities to be corrected. Experimental results show that the N-gram-based melody correction and the proposed system are useful for supporting improvisation.","Katsuhisa Ishida, Tetsuro Kitahara, and Masayuki Takeda",
Real-time Adaptive Control of Modal Synthesis,https://www.nime.org/proc/hoskinson2003/index.html ,,,,NIME,2003,"We describe the design and implementation of an adaptive system to map control parameters to modal audio synthesis parameters in real-time. The modal parameters describe the linear response of a virtual vibrating solid, which is played as a musical instrument by a separate interface. The system uses a three layer feedforward backpropagation neural network which is trained by a discrete set of input-output examples. After training, the network extends the training set, which functions as the specification by example of the controller, to a continuous mapping allowing the real-time morphing of synthetic sound models. We have implemented a prototype application using a controller which collects data from a hand-drawn digital picture. The virtual instrument consists of a bank of modal resonators whose frequencies, dampings, and gains are the parameters we control. We train the system by providing pictorial representations of physical objects such as a bell or a lamp, and associate high quality modal models obtained from measurements on real objects with these inputs. After training, the user can draw pictures interactively and âplayâ modal models which provide interesting (though unrealistic) interpolations of the models from the training set in real-time.","Reynald Hoskinson, Kees van den Doel, and Sidney S. Fels",
GestureRNN:  A neural gesture system for the Roli Lightpad Block,https://www.nime.org/proc/hantrakul2018/index.html ,,,,NIME,2018,"Machine learning and deep learning has recently made a large impact in the artistic community. In many of these applications however, the model is often used to render the high dimensional output directly e.g. every individual pixel in the final image. Humans arguably operate in much lower dimensional spaces during the creative process e.g. the broad movements of a brush. In this paper, we design a neural gesture system for music generation based around this concept. Instead of directly generating audio, we train a Long Short Term Memory (LSTM) recurrent neural network to generate instantaneous position and pressure on the Roli Lightpad instrument. These generated coordinates in turn, give rise to the sonic output defined in the synth engine. The system relies on learning these movements from a musician who has already developed a palette of musical gestures idiomatic to the Lightpad. Unlike many deep learning systems that render high dimensional output, our low-dimensional system can be run in real-time, enabling the first real time gestural duet of its kind between a player and a recurrent neural network on the Lightpad instrument.",Lamtharn Hantrakul,
Automatic Recognition of Soundpainting for the Generation of Electronic Music Sounds,https://www.nime.org/proc/gomezjauregui2019/index.html ,,,,NIME,2019,"This work aims to explore the use of a new gesture-based interaction built on automatic recognition of Soundpainting structured gestural language. In the proposed approach, a composer (called Soundpainter) performs Soundpainting gestures facing a Kinect sensor. Then, a gesture recognition system captures gestures that are sent to a sound generator software. The proposed method was used to stage an artistic show in which a Soundpainter had to improvise with 6 different gestures to generate a musical composition from different sounds in real time. The accuracy of the gesture recognition system was evaluated as well as Soundpainter's user experience. In addition, a user evaluation study for using our proposed system in a learning context was also conducted. Current results open up perspectives for the design of new artistic expressions based on the use of automatic gestural recognition supported by Soundpainting language.","David Antonio GÃ³mez JÃ¡uregui, Irvin Dongo, and Nadine Couture",
An Interface for Live Interactive Sonification,https://www.nime.org/proc/ferguson2009/index.html ,,,,NIME,2009,"Sonification is generally considered in a statistical data analysis context. This research discusses the development of an interface for live control of sonification â for controlling and altering sonifications over the course of their playback. This is designed primarily with real-time sources in mind, rather than with static datasets, and is intended as a performative, live data-art creative activity. The interface enables the performer to use the interface as an instrument for iterative interpretations and variations of sonifications of multiple datastreams. Using the interface, the performer can alter the scale, granularity, timbre, hierarchy of elements, spatialisation, spectral filtering, key/modality, rhythmic distribution and register âon-the-flyâ to both perform data-generated music, and investigate data in a live exploratory, interactive manner.","Sam Ferguson, and Kirsty Beilharz",
An Agent-based System for Robotic Musical Performance,https://www.nime.org/proc/eigenfeldt2008/index.html ,,,,NIME,2008,"This paper presents an agent-based architecture for robotic musical instruments that generate polyphonic rhythmic patterns that continuously evolve and develop in a musically ""intelligent"" manner. Agent-based software offers a new method for real-time composition that allows for complex interactions between individual voices while requiring very little user interaction or supervision. The system described, Kinetic Engine, is an environment in which individual software agents, emulate drummers improvising within a percussion ensemble. Player agents assume roles and personalities within the ensemble, and communicate with one another to create complex rhythmic interactions. In this project, the ensemble is comprised of a 12-armed musical robot, MahaDeviBot, in which each limb has its own software agent controlling what it performs.","Arne Eigenfeldt, and Ajay Kapur",
TweetDreams : Making Music with the Audience and the World using Real-time Twitter Data,https://www.nime.org/proc/dahl2011/index.html ,,,,NIME,2011,"TweetDreams is an instrument and musical compositionwhich creates real-time sonification and visualization oftweets. Tweet data containing specified search terms is retrieved from Twitter and used to build networks of associated tweets. These networks govern the creation of melodiesassociated with each tweet and are displayed graphically.Audience members participate in the piece by tweeting,and their tweets are given special musical and visual prominence.","Luke Dahl, Jorge Herrera, and Carr Wilkerson",
Network Jamming : Distributed Performance using Generative Music,https://www.nime.org/proc/brown2010/index.html ,,,,NIME,2010,"Generative music systems can be played by musicians who manipulate the values of algorithmic parameters, and their datacentric nature provides an opportunity for coordinated interaction amongst a group of systems linked over IP networks; a practice we call Network Jamming. This paper outlines the characteristics of this networked performance practice and discusses the types of mediated musical relationships and ensemble configurations that can arise. We have developed and tested the jam2jam network jamming software over recent years. We describe this system, draw from our experiences with it, and use it to illustrate some characteristics of Network Jamming.",Andrew R. Brown,
Musical Micro-Timing for Live Coding,https://doi.org/10.5281/zenodo.10265231,,,,ISMIR,2023,"Micro-timing is an essential part of human music-making, yet it is absent from most computer music systems. Partly to address this gap, we present a novel system for generating music with style-specific micro-timing within the Sonic Pi live coding language. We use a probabilistic approach to control the exact timing according to patterns discovered in new analyses of existing micro-timing data (jembe drumming and Viennese waltz). This implementation also required the introduction of musical metre into Sonic Pi. The new metre and micro-timing systems are inherently flexible, and thus open to a wide range of creative possibilities including (but not limited to): creating new micro-timing profiles for additional styles; expanded definitions of metre; and the free mixing of one micro-timing style with the musical content of another. The code is freely available as a Sonic Pi plug-in and released open source at https://github.com/MaxTheComputerer/sonicpi-metre.","Max Johnson, Mark R. H. Gotham",
"Collaboration Between Robots, Interfaces and Humans: Practice-Based and Audience Perspectives",https://arxiv.org/pdf/2407.16966,,,,ICMC,2024,"This paper provides an analysis of a mixed-media experimental musical work that explores the integration of human musical interaction with a newly developed interface for the violin, manipulated by an improvising violinist, interactive visuals, a robotic drummer and an improvised synthesised orchestra. We first present a detailed technical overview of the systems involved including the design and functionality of each component. We then conduct a practice-based review examining the creative processes and artistic decisions underpinning the work, focusing on the challenges and breakthroughs encountered during its development. Through this introspective analysis, we uncover insights into the collaborative dynamics between the human performer and technological agents, revealing the complexities of blending traditional musical expressiveness with artificial intelligence and robotics. To gauge public reception and interpretive perspectives, we conducted an online survey, sharing a video of the performance with a diverse audience. The feedback collected from this survey offers valuable viewpoints on the accessibility, emotional impact, and perceived artistic value of the work. Respondents’ reactions underscore the transformative potential of integrating advanced technologies in musical performance, while also highlighting areas for further exploration and refinement.","Anna Savery, Richard Savery",
REVIVE: An Audio-visual Performance with Musical and Visual AI Agents,https://dl.acm.org/doi/10.1145/3170427.3177771,,,,CHI,2018,"REVIVE explores the affordances of live interaction between the artificial musical agent MASOM, human electronic musicians, and visual generation agents. The Musical Agent based on Self-Organizing Maps (MASOM) has memorized sound objects and learned how to temporally structure them by listening to large corpora of human-made music. MASOM is then able to improvise live interacting with the other (human) performers by imitating the style of what it reminds it of. For each musician, a corresponding visual agent puts its sound and musical decision into images thus allowing the audience to see who does what. This reveals the musical gestures that are so often lost in electronic music performance. For CHI, MASOM plays with two live performers for a 20 minute audiovisual REVIVE experience.","Kıvanç Tatar, Philippe Pasquier, Remy Siu",
JamSketch: A Drawing-based Real-time Evolutionary Improvisation Support System,https://www.nime.org/proc/tkitahara2017/index.html,,,,NIME,2017,"In this paper, we present JamSketch, a real-time improvisation support system which automatically generates melodies according to melodic outlines drawn by the users. The system generates the improvised melodies based on (1) an outline sketched by the user using a mouse or a touch screen, (2) a genetic algorithm based on a dataset of existing music pieces as well as musical knowledge, and (3) an expressive performance model for timing and dynamic transformations. The aim of the system is to allow people with no prior musical knowledge to be able to enjoy playing music by improvising melodies in real time.","Tetsuro Kitahara, Sergio Giraldo, and Rafael RamÃ­rez",
RhumbLine: Plectrohyla Exquisita â Spatial Listening of Zoomorphic Musical Robots,https://www.nime.org/proc/nime21_79/index.html,,,,NIME,2021,"Contending with ecosystem silencing in the Anthropocene, RhumbLine: Plectrohyla Exquisita is an installation-scale instrument featuring an ensemble of zoomorphic musical robots that generate an acoustic soundscape from behind an acousmatic veil, highlighting the spatial attributes of acoustic sound. Originally conceived as a physical installation, the global COVID-19 pandemic catalyzed a reconceptualization of the work that allowed it to function remotely and collaboratively with users seeding robotic frog callers with improvised rhythmic calls via the internetâtransforming a physical installation into a web-based performable installation-scale instrument. The performed calls from online visitors evolve using AI as they pass through the frog collective. After performing a rhythm, audiences listen ambisonically from behind a virtual veil and attempt to map the formation of the frogs, based on the spatial information embedded in their calls. After listening, audience members can reveal the frogs and their formation. By reconceiving rhumb linesânavigational tools that create paths of constant bearing to navigate spaceâas sonic tools to spatially orient listeners, RhumbLine: Plectrohyla Exquisita functions as a new interface for spatial musical expression (NISME) in both its physical and virtual instantiations.","Margaret Schedel, Brian Smith, Robert Cosgrove, and Nick Hwang",
A Laptop Ensemble Performance System using Recurrent Neural Networks,https://www.nime.org/proc/nime20_9/index.html,,,,NIME,2020,"The popularity of applying machine learning techniques in musical domains has created an inherent availability of freely accessible pre-trained neural network (NN) models ready for use in creative applications. This work outlines the implementation of one such application in the form of an assistance tool designed for live improvisational performances by laptop ensembles. The primary intention was to leverage off-the-shelf pre-trained NN models as a basis for assisting individual performers either as musical novices looking to engage with more experienced performers or as a tool to expand musical possibilities through new forms of creative expression. The system expands upon a variety of ideas found in different research areas including new interfaces for musical expression, generative music and group performance to produce a networked performance solution served via a web-browser interface. The final implementation of the system offers performers a mixture of high and low-level controls to influence the shape of sequences of notes output by locally run NN models in real time, also allowing performers to define their level of engagement with the assisting generative models. Two test performances were played, with the system shown to feasibly support four performers over a four minute piece while producing musically cohesive and engaging music. Iterations on the design of the system exposed technical constraints on the use of a JavaScript environment for generative models in a live music context, largely derived from inescapable processing overheads.","Rohan Proctor, and Charles Patrick Martin",
Gesture-Driven DDSP Synthesis for Digitizing the Chinese Erhu,https://www.nime.org/proc/nime2025_73/index.html,,,,NIME,2025,"This paper presents a gesture-controlled digital Erhu system that merges traditional Chinese instrumental techniques with contemporary machine learning and interactive technologies. By leveraging the Erhuâs expressive techniques, we develop a dual-hand spatial interaction framework using real-time gesture tracking. Hand movement data is mapped to sound synthesis parameters to control pitch, timbre, and dynamics, while a differentiable digital signal processing (DDSP) model, trained on a custom Erhu dataset, transforms basic waveforms into authentic timbre which remians sincere to the instrumentâs nuanced articulations. The system bridges traditional musical aesthetics with digital interactivity, emulating Erhu bowing dynamics and expressive techniques through embodied interaction. The study contributes a novel framework for digitizing Erhu performance practices, explores methods to align culturally informed gestures with DDSP-based synthesis, and offers insights into preserving traditional instruments within digital music interfaces.","Wenqi WU, and Hanyu QU",
Real-Time Co-Creation of Expressive Music Performances Using Speech and Gestures,https://www.nime.org/proc/nime2023_91/index.html,,,,NIME,2023,"We present a system for interactive co-creation of expressive performances of notated music using speech and gestures. The system provides real-time or near-real-time dialog-based control of performance rendering and interaction in multiple modalities. It is accessible to people regardless of their musical background via smartphones. The system is trained using sheet music and associated performances, in particular using notated performance directions and user-system interaction data to ground performance directions in performances. Users can listen to an autonomously generated performance or actively engage in the performance process. A speech- and gesture-based feedback loop and online learning from past user interactions improve the accuracy of the performance rendering control. There are two important assumptions behind our approach: a) that many people can express nuanced aspects of expressive performance using natural human expressive faculties, such as speech, voice, and gesture, and b) that by doing so and hearing the music follow their direction with low latency, they can enjoy playing the music that would otherwise be inaccessible to them. The ultimate goal of this work is to enable fulfilling and accessible music making experiences for a large number of people who are not currently musically active.","Ilya Borovik, and Vladimir Viro",
ImprovGenerator : Online Grammatical Induction for On-the-Fly Improvisation Accompaniment,https://www.nime.org/proc/kitani2010/index.html,,,,NIME,2010,"We propose an online generative algorithm to enhance musical expression via intelligent improvisation accompaniment.Our framework called the ImprovGenerator, takes a livestream of percussion patterns and generates an improvisedaccompaniment track in real-time to stimulate new expressions in the improvisation. We use a mixture model togenerate an accompaniment pattern, that takes into account both the hierarchical temporal structure of the liveinput patterns and the current musical context of the performance. The hierarchical structure is represented as astochastic context-free grammar, which is used to generateaccompaniment patterns based on the history of temporalpatterns. We use a transition probability model to augmentthe grammar generated pattern to take into account thecurrent context of the performance. In our experiments weshow how basic beat patterns performed by a percussioniston a cajon can be used to automatically generate on-the-flyimprovisation accompaniment for live performance.","Kris M. Kitani, and Hideki Koike",
Generating an Integrated Musical Expression with a Brain--Computer Interface,https://www.nime.org/proc/hamano2013/index.html,,,,NIME,2013,"Electroencephalography (EEG) has been used to generate music for over 40 years,but the most recent developments in brain--computer interfaces (BCI) allowgreater control and more flexible expression for using new musical instrumentswith EEG. We developed a real-time musical performance system using BCItechnology and sonification techniques to generate imagined musical chords withorganically fluctuating timbre. We aim to emulate the expressivity oftraditional acoustic instruments. The BCI part of the system extracts patternsfrom the neural activity while a performer imagines a score of music. Thesonification part of the system captures non-stationary changes in the brainwaves and reflects them in the timbre by additive synthesis. In this paper, wediscuss the conceptual design, system development, and the performance of thisinstrument.","Takayuki Hamano, Tomasz Rutkowski, Hiroko Terasawa, Kazuo Okanoya, and Kiyoshi Furukawa",
"A Knowledge-based, Data-driven Method for Action-sound Mapping",https://www.nime.org/proc/fvisi2017/index.html,,,,NIME,2017,"This paper presents a knowledge-based, data-driven method for using data describing action-sound couplings collected from a group of people to generate multiple complex mappings between the performance movements of a musician and sound synthesis. This is done by using a database of multimodal motion data collected from multiple subjects coupled with sound synthesis parameters. A series of sound stimuli is synthesised using the sound engine that will be used in performance. Multimodal motion data is collected by asking each participant to listen to each sound stimulus and move as if they were producing the sound using a musical instrument they are given. Multimodal data is recorded during each performance, and paired with the synthesis parameters used for generating the sound stimulus. The dataset created using this method is then used to build a topological representation of the performance movements of the subjects. This representation is then used to interactively generate training data for machine learning algorithms, and define mappings for real-time performance. To better illustrate each step of the procedure, we describe an implementation involving clarinet, motion capture, wearable sensor armbands, and waveguide synthesis.","Federico Visi, Baptiste Caramiaux, Michael Mcloughlin, and Eduardo Miranda",
Motivated Learning in Human-Machine Improvisation,https://www.nime.org/proc/beyls2018/index.html,,,,NIME,2018,"This paper describes a machine learning approach in the context of non-idiomatic human-machine improvisation. In an attempt to avoid explicit mapping of user actions to machine responses, an experimental machine learning strategy is suggested where rewards are derived from the implied motivation of the human interactor â two motivations are at work: integration (aiming to connect with machine generated material) and expression (independent activity). By tracking consecutive changes in musical distance (i.e. melodic similarity) between human and machine, such motivations can be inferred. A variation of Q-learning is used featuring a self-optimizing variable length state-action-reward list. The system (called Pock) is tunable into particular behavioral niches by means of a limited number of parameters. Pock is designed as a recursive structure and behaves as a complex dynamical system. When tracking systems variables over time, emergent non-trivial patterns reveal experimental evidence of attractors demonstrating successful adaptation.",Peter Beyls,
"AMIGO: An Assistive Musical Instrument to Engage, Create and Learn Music",https://www.nime.org/proc/almeida2019/index.html,,,,NIME,2019,"We present AMIGO, a real-time computer music system that assists novice users in the composition process through guided musical improvisation. The system consists of 1) a computational analysis-generation algorithm, which not only formalizes musical principles from examples, but also guides the user in selecting note sequences; 2) a MIDI keyboard controller with an integrated LED stripe, which provides visual feedback to the user; and 3) a real-time music notation, which displays the generated output. Ultimately, AMIGO allows the intuitive creation of new musical structures and the acquisition of Western music formalisms, such as musical notation.","Isabela Corintha Almeida, Giordano Cabral, and Professor Gilberto Bernardes Almeida",
Real-Time Percussive Technique Recognition and Embedding Learning for the Acoustic Guitar,https://doi.org/10.5281/zenodo.10265236,,,,ISMIR,2023,"Real-time music information retrieval (RT-MIR) has much potential to augment the capabilities of traditional acoustic instruments. We develop RT-MIR techniques aimed at augmenting percussive fingerstyle, which blends acoustic guitar playing with guitar body percussion. We formulate several design objectives for RT-MIR systems for augmented instrument performance: (i) causal constraint, (ii) perceptually negligible action-to-sound latency, (iii) control intimacy support, (iv) synthesis control support. We present and evaluate real-time guitar body percussion recognition and embedding learning techniques based on convolutional neural networks (CNNs) and CNNs jointly trained with variational autoencoders (VAEs). We introduce a taxonomy of guitar body percussion based on hand part and location. We follow a cross-dataset evaluation approach by collecting three datasets labelled according to the taxonomy. The embedding quality of the models is assessed using KL-Divergence across distributions corresponding to different taxonomic classes. Results indicate that the networks are strong classifiers especially in a simplified 2-class recognition task, and the VAEs yield improved class separation compared to CNNs as evidenced by increased KL-Divergence across distributions. We argue that the VAE embedding quality could support control intimacy and rich interaction when the latent space's parameters are used to control an external synthesis engine. Further design challenges around generalisation to different datasets have been identified.","Andrea Martelloni, Andrew P. McPherson, Mathieu Barthet",
CalmusWaves: Where Dancers Compose Music in Real-Time,https://quod.lib.umich.edu/i/icmc/bbp2372.2017.076/--calmuswaves-where-dancers-compose-music-in-real-time?view=image,,,,ICMC,2017,"CalmusWaves is the first live performance project of its kind where choreography, music and lighting settings are created together in real-time. During CalmusWaves performances, dancers¾connected to the composition program CALMUS through wireless OSC1 sensors¾interact with musicians who sight-read graphical notation appearing simultaneously on iPads via the CALMUS Notation app. Further input is given by light technicians and computer programmers. This process allows the participants to control and modify the development of a real-time composition through their onstage performances [1]. The principal aim of this research project was to investigate the mapping of the dancers’ gestures and movements to control the real-time musical composition. Other research topics included how the data deriving from the wireless sensors could be converted, filtered and truncated into data allowing CALMUS to understand and react to the stimuli in a musical way. The purpose of this paper is to describe the technical and artistic processes involved in our project.","Jen Webb, Paul Munden",
PROMPT JOCKEYS (2024) - The Rise of DJing with a Neural Network,https://www.youtube.com/watch?v=_fpnAHoRSqU ,,,,Video,2024,,DADABOTS,
The Flaming Lips at Google I/O,https://magenta.tensorflow.org/fruitgenie ,,,,Video,2023,,Deeplocal,
hexorcismos - SEMILLA A.I.,https://www.youtube.com/watch?v=_2C3XeQgGtY,,,,Video,2023,,hexorcismos,
"Magnetologues - for two Stacco, Neural Synth and Ambisonics",https://www.youtube.com/watch?v=Bt3O-jhSqiU&t=75s,,,,Video,2024,,Giacomo Lepri,
Sophtar live at the Guthman Musical Instrument Competition 2025,https://www.youtube.com/watch?v=lpw6pRQltrY&list=RDlpw6pRQltrY&start_radio=1,,,,Video,2025,,Federico Visi,
Umwelt Synthesis | Rob Clouth | OpenLAB#03,https://www.youtube.com/watch?v=a6jmnD-c9lo,,,,Video,2024,,Medialab Matadero,
BIGYUKI × Qosmo — John Connor Project / 2023.8.22 BAROOM,https://youtu.be/N5ZumP76f4c?feature=shared,https://qosmo.jp/en/art/bigyuki,,,Video,2023,,Nao Tokui,
Live Music Performance using A.I. - Trumpet & Electronics,https://www.youtube.com/watch?v=ETNmG_dUcZ8,,,,Video,2023,,Cameron Summers,
How IU professors use AI to improvise music in their studio,https://www.youtube.com/watch?v=hA_Cq3qcHCM,,,,Video,2024,,WRTV Indianapolis,
Joint improvisation between human and AI,https://youtu.be/sIFbvgmYBA0?feature=shared,,,,Video,2022,,Obed Ben-Tal,
Piano AI Improvisation - Single Instrument sample,https://youtu.be/loztbOaOWn8?feature=shared ,,,,Video,2018,,David Samuel,
Harmonizing with AI: An Unprecedented Musical Improvisation! (Chat GPT 4),https://www.youtube.com/watch?v=tVfAfKBWt5k&list=RDtVfAfKBWt5k&start_radio=1,,,,Video,2023,,Sunheart,
AI & Music Improvisation. Research collaboration Melbourne/London,https://www.youtube.com/watch?v=GrM_Ls3PnfA,,,,Video,2021,,Sensilab monash,
Musical Improvisation with AI (15:10-28:25),https://www.youtube.com/watch?v=NnBnCj_LSV8,,,,Video,2021,,ARTIFICIA,
AI DJ Project #2 Ubiquitous Rhythm — A Spontaneous Jam Session with AI,https://www.youtube.com/watch?v=XM02IT00rq8,,,,Video,2021,,Qosmo — AI Creativity & Music Lab ,
Magenta AI Jam Session,https://www.youtube.com/watch?v=QlVoR1jQrPk ,https://www.youtube.com/watch?v=ZRnbbtqxBEc ,,,Video,2016,,Magenta,
AI Jam Session: Vibe-Coding meets Live-Coding Music with Emergentic.ai in Strudel,https://www.youtube.com/watch?v=u6NJCSC5SP8,,,,Video,2025,,The Garden in the Machine,
Jam Session With My AI,https://www.youtube.com/watch?v=Cxim3MFILW8,,,,Video,2024,,PeteyPandaBoy,
Live-coding music with a Deep Neural Network,https://www.youtube.com/watch?v=6ekNzbftZcQ,,,,Video,2017,,Circu Virtu,
Exploring Real-Time Biomedical Data Science and Gesture-Driven Music Generation | BioniChaos,https://www.youtube.com/watch?v=_wZDdtfjqNg ,,,,Video,2024,,BioniChaos,
【AI Music】Real-time music generation on everyone's comments! [Lofi/Chill radio]22,https://www.youtube.com/watch?v=4TDCN1SCew0,https://youtube.com/shorts/kb8Pes6BSGg?feature=shared  ,https://youtube.com/shorts/k90dQR4ohLg?feature=shared,,Video,2024,,DAJI - AI Music Channel EN,
"Drumnose (with closeups) in real-time, algorithmic music/ rhythm generation (#2)",https://www.youtube.com/watch?v=YexnsjonT2U,,,,Video,2015,,dudenose,
Improvisation with AI,https://www.youtube.com/watch?v=WruN6En74FU,,,,Video,2023,,Enric Guaus,Enric Guaus
"Intersections // Man, Machine & Improvisation",https://www.youtube.com/watch?v=mWKK-_qUSBE,,,,Video,2012,,Jerry Fleming,
Uncanny Love - An AI Driven Improvisation on Human Machine Bonds,https://www.youtube.com/watch?v=WqhgmudVAc4&list=RDWqhgmudVAc4&start_radio=1,,,,Video,2023,,sonic space basel,
Me/Machine - real-time improvisational interaction between a computer and a musician,https://www.youtube.com/watch?v=XaqTkLI4DxQ,,,,Video,2023,,AI for Good,
Realtime Neural Audio Synthesis - embedded RAVE #2,https://www.youtube.com/watch?v=jAIRf4nGgYI,,,,Video,2022,,Acids Team - Icram,
Neurorack - The first deep AI-based Eurorack synthesizer,https://www.youtube.com/watch?v=64VpQenCHVs,,,,Video,2022,,Acids Team - Icram,
